Hour_number,Date,HE,Datetime,Normalized_Space_Heat_Demand,Normalized_Water_Heat_Demand,Normalized_Elec_Demand,Normalized_Elec_Demand_0ShareElecTransp,Normalized_Elec_Demand_10ShareElecTransp,Normalized_Elec_Demand_20ShareElecTransp,Normalized_Elec_Demand_30ShareElecTransp,Normalized_Elec_Demand_40ShareElecTransp,Normalized_Elec_Demand_50ShareElecTransp,Normalized_Elec_Demand_60ShareElecTransp,Normalized_Elec_Demand_70ShareElecTransp,Normalized_Elec_Demand_80ShareElecTransp,Normalized_Elec_Demand_90ShareElecTransp,Normalized_Elec_Demand_100ShareElecTransp
2371,2016-04-09,20,2016-04-09 19:00:00,9.843264152192157e-05,0.00013896211244828575,0.00010431949621568257,0.00010431949621568257,0.00010834819470024124,0.00011194903154288494,0.0001151867303753899,0.00011811358696652748,0.00012077231549985938,0.0001231981468736872,0.0001254203987232617,0.00012746366608506142,0.00012934873550307798,0.0001310932947268435
2372,2016-04-09,21,2016-04-09 20:00:00,7.463546319219339e-05,0.00013107440336604964,0.00010434130698399944,0.00010434130698399944,0.00010836878232838727,0.00011196852593255514,0.0001152052417777459,0.00011813120975538098,0.00012078913108070639,0.00012321422595568417,0.0001254358031145323,0.00012747845012650949,0.0001293629472246717,0.00013110697678843036
2373,2016-04-09,22,2016-04-09 21:00:00,7.582978950144176e-05,0.0001115753474203948,9.91885992493991e-05,9.91885992493991e-05,0.00010350503662057951,0.00010736305348996882,0.00011083199619958506,0.00011396789560195889,0.000116816516625618,0.00011941560644043186,0.00012179657661440825,0.00012398577881794613,0.00012600548421768824,0.0001278746438628097
2374,2016-04-09,23,2016-04-09 22:00:00,7.792127530846334e-05,8.357905826348993e-05,9.407549626273312e-05,9.407549626273312e-05,9.867867464045363e-05,0.00010279297963480531,0.00010649236426646273,0.00010983658151842446,0.00011287443648418334,0.00011564618387873267,0.00011818532194106682,0.00012051995288348862,0.0001226738273466123,0.00012466715529812567
2375,2016-04-09,24,2016-04-09 23:00:00,6.999749512785404e-05,7.267734280330355e-05,9.139602488696155e-05,9.139602488696155e-05,9.614946707147173e-05,0.00010039807733927043,0.00010421822279571414,0.00010767160696969734,0.00011080862812328837,0.000113670855025862,0.00011629287941583826,0.00011870372085980291,0.00012092790530216669,0.00012298630243449314
2376,2016-04-10,1,2016-04-10 00:00:00,6.066712362764224e-05,6.591068864380276e-05,9.065427340767466e-05,9.065427340767466e-05,9.206968915311167e-05,9.333478287590138e-05,9.447229414016582e-05,9.550059618848505e-05,9.643469593393493e-05,9.728697116263504e-05,9.806772213475918e-05,9.87855899044902e-05,9.944787747595504e-05,0.00010006079914374165
2377,2016-04-10,2,2016-04-10 01:00:00,5.6420743910769145e-05,5.126252975507818e-05,9.023791184151748e-05,9.023791184151748e-05,9.167667699628104e-05,9.296264034078091e-05,9.41189165624146e-05,9.516418199800357e-05,9.611369112220217e-05,9.698002591130916e-05,9.777365654376562e-05,9.850336662092596e-05,9.917657962094271e-05,9.979961235252976e-05
2378,2016-04-10,3,2016-04-10 02:00:00,6.069188929680065e-05,4.737321417322773e-05,8.946641713329192e-05,8.946641713329192e-05,9.094844743834756e-05,9.2273081025302e-05,9.346412766401349e-05,9.45408253079904e-05,9.55188871496538e-05,9.641127351829055e-05,9.72287694413929e-05,9.798042265225611e-05,9.867387986066772e-05,9.93156478282867e-05
2379,2016-04-10,4,2016-04-10 03:00:00,6.336129141470879e-05,5.275436259920059e-05,8.97483558927548e-05,8.97483558927548e-05,9.121457517192617e-05,9.252507691835141e-05,9.370341688759075e-05,9.476862779323287e-05,9.573625519165837e-05,9.661912114500728e-05,9.742789562081105e-05,9.817152982671032e-05,9.885758889364371e-05,9.949251016594673e-05
2380,2016-04-10,5,2016-04-10 04:00:00,8.226960626567001e-05,7.743970710989227e-05,8.848779372365139e-05,8.848779372365139e-05,9.002470380779483e-05,9.139838875245522e-05,9.263354000643183e-05,9.375010790720731e-05,9.476438750880558e-05,9.568981906322878e-05,9.653758696897008e-05,9.731707399809064e-05,9.803621001905734e-05,9.87017427397778e-05
2381,2016-04-10,6,2016-04-10 05:00:00,0.0001912968892524187,0.00014332170071116074,7.855512013691896e-05,7.855512013691896e-05,7.75294000837869e-05,7.661261502982647e-05,7.578828612280318e-05,7.504309868579882e-05,7.436617754540436e-05,7.374855279756358e-05,7.318276007468917e-05,7.266253739857151e-05,7.218259244587363e-05,7.173842185664948e-05
2382,2016-04-10,7,2016-04-10 06:00:00,0.00017114221689137072,0.00023142874604706486,8.133131791994177e-05,8.133131791994177e-05,8.014990860182191e-05,7.909396901854613e-05,7.814451906972321e-05,7.72862231056982e-05,7.650655526118998e-05,7.579518413222307e-05,7.514351236965284e-05,7.454432751879028e-05,7.399153395921184e-05,7.347994478695976e-05
2383,2016-04-10,8,2016-04-10 07:00:00,0.00015223836600611774,0.0002357439912330049,9.036214446874532e-05,9.036214446874532e-05,8.867428959276249e-05,8.716569071256095e-05,8.580923135419672e-05,8.458300179455391e-05,8.346910659090466e-05,8.245278548166287e-05,8.152175561324692e-05,8.066571270192736e-05,7.98759480618183e-05,7.9145051271314e-05
2384,2016-04-10,9,2016-04-10 08:00:00,0.00015486574763318698,0.00018043689442053833,9.610414069435989e-05,9.610414069435989e-05,9.409427777699142e-05,9.229786921743729e-05,9.068262527550406e-05,8.92224563029364e-05,8.789605277411072e-05,8.668583847270968e-05,8.557718722898112e-05,8.45578289135125e-05,8.361739340202945e-05,8.274705651669573e-05
2385,2016-04-10,10,2016-04-10 09:00:00,0.00015152006538949217,0.00015312834446391197,9.817329950433047e-05,9.817329950433047e-05,9.604739889294146e-05,9.414727624176046e-05,9.243877759042248e-05,9.089430702743643e-05,8.949132474018124e-05,8.821123976471992e-05,8.703858150206308e-05,8.596037141750839e-05,8.496564067664204e-05,8.40450556453664e-05
2386,2016-04-10,11,2016-04-10 10:00:00,0.00014661881544877738,0.00012433824918901712,9.863008843449654e-05,9.863008843449654e-05,9.647857126151004e-05,9.455555261572046e-05,9.282646699022821e-05,9.126338594982837e-05,8.984349808289126e-05,8.854798840909352e-05,8.73611999126632e-05,8.626999767085615e-05,8.526328067759408e-05,8.433160283086272e-05
2387,2016-04-10,12,2016-04-10 11:00:00,0.00013082581213000585,0.00011378317921370287,0.00010103253009018742,0.00010103253009018742,9.874628483910371e-05,9.670284670071362e-05,9.486548567490712e-05,9.320452444692275e-05,9.16957231537635e-05,9.031908862040221e-05,8.905798338821001e-05,8.78984500251366e-05,8.682869237972779e-05,8.583867283474186e-05
2388,2016-04-10,13,2016-04-10 12:00:00,0.00012913583376607103,0.00010456991386997744,9.860486375502332e-05,9.860486375502332e-05,9.645476117313751e-05,9.453300688400607e-05,9.28050581070451e-05,9.12430047695877e-05,8.982405045817399e-05,8.852939256305523e-05,8.734338436271853e-05,8.625289957043951e-05,8.524684447888915e-05,8.431577919672721e-05
2389,2016-04-10,14,2016-04-10 13:00:00,0.00012059424253497265,0.00010051956140377928,9.758031377432893e-05,9.758031377432893e-05,9.548766759288744e-05,9.361726763676419e-05,9.193549419939528e-05,9.041518303871981e-05,8.903414692144977e-05,8.77740856930608e-05,8.661977075362377e-05,8.555842658534638e-05,8.457925593396001e-05,8.367307116686855e-05
2390,2016-04-10,15,2016-04-10 14:00:00,0.00011409417879175737,9.586787035908894e-05,0.00010075514688601562,0.00010075514688601562,9.848445718688714e-05,9.645492254730757e-05,9.463006287711194e-05,9.298040278520004e-05,9.148186733595878e-05,9.011459938739276e-05,8.886207468169968e-05,8.77104307528261e-05,8.664795171001898e-05,8.566466823171769e-05
2391,2016-04-10,16,2016-04-10 15:00:00,9.38604617010848e-05,9.989985289192806e-05,0.00010754793595161422,0.00010754793595161422,0.00010489630796939104,0.00010252629200319986,0.00010039528794439847,9.846887551448817e-05,9.671894088841989e-05,9.51222956255264e-05,9.365964330481682e-05,9.231479584788306e-05,9.10740718680657e-05,8.992582955802124e-05
2392,2016-04-10,17,2016-04-10 16:00:00,9.947932471332029e-05,0.00011687571421233343,0.00010858393359999531,0.00010858393359999531,0.000105874207236174,0.00010345226313642842,0.0001012745678042563,9.93059467971177e-05,9.751767030320118e-05,9.58860418125011e-05,9.439134211061899e-05,9.301702843094658e-05,9.174911962138664e-05,9.057571879727334e-05
2393,2016-04-10,18,2016-04-10 17:00:00,0.00010842303198829349,0.0001354810249929844,0.00010543790023219384,0.00010543790023219384,0.00011512324056439054,0.00012377996442580343,0.00013156367303694856,0.00013860008995853057,0.00014499190378995522,0.0001508238126642716,0.0001561662987176404,0.0001610784905494568,0.00016561036081308775,0.00016980443239144095
2394,2016-04-10,19,2016-04-10 18:00:00,0.00011565453740627798,0.00014272900144069985,0.00010681826607510038,0.00010681826607510038,0.00011642619597918312,0.000125013730666319,0.00013273522770871835,0.0001397154058170418,0.00014605613284840113,0.00015184142998299566,0.00015714121602599832,0.00016201414698936438,0.0001665097961182461,0.0001706703464298926
2395,2016-04-10,20,2016-04-10 19:00:00,0.000135321741660023,0.00013998675869153027,0.00010790043509796732,0.00010790043509796732,0.00011172831579689902,0.0001151496623937685,0.00011822597225349164,0.00012100693436736001,0.00012353313375295513,0.0001258380451605299,0.00012794952483461216,0.0001298909418274619,0.0001316820465400705,0.00013333964504400197
2396,2016-04-10,21,2016-04-10 20:00:00,9.309892847643576e-05,0.00013635776086684827,0.00010902842786821277,0.00010902842786821277,0.00011279305113165891,0.00011615785845036181,0.00011918333091785921,0.00012191833639270406,0.00012440278920696466,0.00012666961092571888,0.00012874619745663194,0.00013065553166795456,0.0001324170375764945,0.00013404724352598905
2397,2016-04-10,22,2016-04-10 21:00:00,8.418575130644498e-05,0.00010836778352600069,0.00010198965029797552,0.00010198965029797552,0.00010614900571732874,0.00010986662327869794,0.00011320932570153472,0.0001162311047874301,0.0001189760600071093,0.00012148056485150029,0.0001237748877721961,0.00012588442146082115,0.00012783062660119994,0.0001296317645839911
2398,2016-04-10,23,2016-04-10 22:00:00,8.10297678096293e-05,8.075507877699535e-05,9.477898990416568e-05,9.477898990416568e-05,9.934271660736192e-05,0.00010342175983077806,0.00010708943877856833,0.00011040499431904796,0.00011341681326023281,0.0001161648053129074,0.0001186821816184319,0.0001209968035382791,0.00012313221815750524,0.00012510846223368072
2399,2016-04-10,24,2016-04-10 23:00:00,7.315499729583638e-05,7.316923176578544e-05,9.015681823234297e-05,9.015681823234297e-05,9.497975468762827e-05,9.92904786955142e-05,0.00010316647383150503,0.00010667034571640629,0.0001098532294237032,0.00011275730144896195,0.00011541765925414831,0.00011786374666547715,0.00012012044819122844,0.00012220893863322904
2400,2016-04-11,1,2016-04-11 00:00:00,6.396502842010531e-05,6.572610175674505e-05,8.934520909379198e-05,8.934520909379198e-05,9.083403670282088e-05,9.216474569667691e-05,9.336125504827763e-05,9.444289094564143e-05,9.542543864944933e-05,9.632191793129338e-05,9.714316328399058e-05,9.789826393809384e-05,9.859490167488058e-05,9.923961309914908e-05
2401,2016-04-11,2,2016-04-11 01:00:00,6.16620471346044e-05,5.083979622883729e-05,8.944895042095628e-05,8.944895042095628e-05,9.09319602530602e-05,9.225746933791981e-05,9.344930318212527e-05,9.452671245423928e-05,9.5505420732096e-05,9.639839691092934e-05,9.721643314644353e-05,9.796858315190564e-05,9.866249869108833e-05,9.930469082620296e-05
2402,2016-04-11,3,2016-04-11 02:00:00,6.499816504279736e-05,4.842157668571383e-05,8.960007483275375e-05,8.960007483275375e-05,9.107460966130999e-05,9.23925438171614e-05,9.357756665051636e-05,9.464881881752844e-05,9.56219340400005e-05,9.650980709940754e-05,9.732316847717769e-05,9.807102014703426e-05,9.876097014497168e-05,9.939949232422658e-05
2403,2016-04-11,4,2016-04-11 03:00:00,6.493206429671504e-05,5.384525208228949e-05,9.134596457911821e-05,9.134596457911821e-05,9.272259052837237e-05,9.395301406481055e-05,9.505935156953562e-05,9.605947276216119e-05,9.696797328783608e-05,9.779689171658569e-05,9.855624602756919e-05,9.925444046487906e-05,9.989857789212348e-05,0.00010049470229970853
2404,2016-04-11,5,2016-04-11 04:00:00,8.575515604796445e-05,7.680429039508986e-05,9.415974681207437e-05,9.415974681207437e-05,9.53785757736854e-05,9.646796090555162e-05,9.744748347869934e-05,9.833296488005852e-05,9.91373277158247e-05,9.987123062410599e-05,0.00010054354326418975,0.00010116170653613013,0.00010173200913140552,0.00010225980224258546
2405,2016-04-11,6,2016-04-11 05:00:00,0.00020607692224218033,0.0001433227678519971,9.101734040622672e-05,9.101734040622672e-05,8.929274344937018e-05,8.775130462371413e-05,8.63653171701587e-05,8.51123944236245e-05,8.397425138431136e-05,8.293580648177384e-05,8.198450948304476e-05,8.110983179552101e-05,8.030287515822606e-05,7.955606783573872e-05
2406,2016-04-11,7,2016-04-11 06:00:00,0.00018673000565750192,0.000231353171477221,0.00010086619428576336,0.00010086619428576336,9.858927601224415e-05,9.655417429430684e-05,9.47243089757336e-05,9.307012381348478e-05,9.15674778336297e-05,9.019645942539806e-05,8.894049900442048e-05,8.778569607945624e-05,8.67203026226897e-05,8.57343219663926e-05
2407,2016-04-11,8,2016-04-11 07:00:00,0.0001617880748713979,0.00023468976983313715,0.00010781336060541827,0.00010781336060541827,0.0001051468477025137,0.00010276352764543688,0.00010062056118972327,9.868333483854981e-05,9.692357694983637e-05,9.531796891454275e-05,9.384710599116787e-05,9.249470922948275e-05,9.12470204423278e-05,9.009233247104331e-05
2408,2016-04-11,9,2016-04-11 08:00:00,0.00015308248036094088,0.0001818811954708886,0.00011139626857239604,0.00011139626857239604,0.00010852882853379164,0.00010596592049422173,0.00010366147718558218,0.00010157827691411773,9.968591771238637e-05,9.795932386703467e-05,9.637762845007655e-05,9.492332585948691e-05,9.358162120090122e-05,9.233992515759708e-05
2409,2016-04-11,10,2016-04-11 09:00:00,0.00014103185912142614,0.0001512050356568826,0.00011456415621202115,0.00011456415621202115,0.00011151906215534576,0.00010879736756573602,0.00010635015104904855,0.0001041378848185092,0.00010212828333401163,0.00010029471730089881,9.861502696777712e-05,9.707062216223932e-05,9.564579136310554e-05,9.43271652747626e-05
2410,2016-04-11,11,2016-04-11 10:00:00,0.0001243273393925519,0.00012696399054722658,0.00011716371917509308,0.00011716371917509308,0.00011397284254714162,0.00011112084799696688,0.00010855647203967366,0.00010623829451265784,0.00010413248421943461,0.00010221113699929223,0.00010045103221224809,9.883268968936823e-05,9.73396457271383e-05,9.59578909806546e-05
2411,2016-04-11,12,2016-04-11 11:00:00,0.00010713895177891373,0.00011064021165694535,0.00011953969316187598,0.00011953969316187598,0.00011621557275333574,0.000113244485370566,0.0001105730268816551,0.00010815804751182599,0.00010596430335045695,0.00010396272502228836,0.00010212912224600708,0.00010044320140494745,9.888781130862695e-05,9.74483576136301e-05
2412,2016-04-11,13,2016-04-11 12:00:00,9.635702598910973e-05,0.00010464235445643894,0.00011944191890978282,0.00011944191890978282,0.00011612328164670864,0.00011315709508048885,0.00011049004316946954,0.00010807904731454209,0.00010588892174000922,0.00010389064502062315,0.00010206006677700426,0.0001003769268668616,9.8824102390647e-05,9.738702307835332e-05
2413,2016-04-11,14,2016-04-11 13:00:00,8.989770314115942e-05,0.00010103604643044793,0.00011889929510918256,0.00011889929510918256,0.0001156110879968725,0.00011267209979469476,0.0001100295033409353,0.00010764061504448478,0.00010547057176462355,0.00010349061818724399,0.00010167682537918887,0.00010000911897297043,9.847053307698488e-05,9.70466310229049e-05
2414,2016-04-11,15,2016-04-11 14:00:00,9.126730319899226e-05,9.587277524506872e-05,0.00011789393092781187,0.00011789393092781187,0.00011466210428310775,0.00011177350874886957,0.00010917622295185037,0.00010682829516506726,0.0001046954600204192,0.00010274945525000889,0.00010096676221248696,9.93276507407725e-05,9.781544584492008e-05,9.641595839153041e-05
2415,2016-04-11,16,2016-04-11 15:00:00,9.718696049017169e-05,0.00010173223448325244,0.00011888740290373875,0.00011888740290373875,0.00011559986162660259,0.00011266146854561214,0.00011001940719612356,0.00010763100263010729,0.00010546139876634586,0.0001034818461134487,0.00010166842058367275,0.00010000105187442626,9.846277752956044e-05,9.703916380405569e-05
2416,2016-04-11,17,2016-04-11 16:00:00,0.00010850271526705426,0.00011518423994890891,0.00011811452965673262,0.00011811452965673262,0.00011487033083785564,0.00011197067709691472,0.00010936344829372899,0.00010700653210047583,0.0001048655319733604,0.00010291207745003707,0.00010112255985439934,9.947717348775819e-05,9.79591795244794e-05,9.65543345119043e-05
2417,2016-04-11,18,2016-04-11 17:00:00,0.00011020425882143738,0.00013518529661891502,0.00011585208076642472,0.00011585208076642472,0.0001249533975386691,0.00013308812315183664,0.00014040247611240122,0.00014701459888231668,0.00015302098796454882,0.00015850123421625467,0.00016352156971870146,0.00016813755763177177,0.0001723961572705379,0.00017633732739887783
2418,2016-04-11,19,2016-04-11 18:00:00,0.00012353674430919353,0.00014244165742171528,0.00011459808503569413,0.00011459808503569413,0.0001237697254448698,0.0001319673060827411,0.00013933817525023023,0.00014600138826704657,0.00015205418724090834,0.0001575767780079567,0.0001626359044084661,0.00016728755892519398,0.00017157906371629428,0.0001755506862971887
